"Plot Title: 2022_3_21"
"#","Date Time, GMT-10:00","Temp, °F (LGR S/N: 10834027, SEN S/N: 10834027, LBL: <F1>)","Intensity, lum/ft² (LGR S/N: 10834027, SEN S/N: 10834027)","Coupler Detached (LGR S/N: 10834027)","Host Connected (LGR S/N: 10834027)","Coupler Attached (LGR S/N: 10834027)","Stopped (LGR S/N: 10834027)","End Of File (LGR S/N: 10834027)"
453,03/21/22 02:58:27 PM,83.935,0.0,,,,,
454,03/21/22 02:58:57 PM,83.935,0.0,,,,,
455,03/21/22 02:59:27 PM,83.935,120.0,,,,,
456,03/21/22 02:59:57 PM,84.115,62.0,,,,,
457,03/21/22 03:00:27 PM,84.115,95.0,,,,,
458,03/21/22 03:00:57 PM,83.935,98.0,,,,,
459,03/21/22 03:01:27 PM,83.935,98.0,,,,,
460,03/21/22 03:01:57 PM,83.757,90.0,,,,,
461,03/21/22 03:02:27 PM,83.757,110.0,,,,,
462,03/21/22 03:02:57 PM,83.757,90.0,,,,,
463,03/21/22 03:03:27 PM,83.579,106.0,,,,,
464,03/21/22 03:03:57 PM,83.579,97.0,,,,,
465,03/21/22 03:04:27 PM,83.579,106.0,,,,,
466,03/21/22 03:04:57 PM,83.579,92.0,,,,,
467,03/21/22 03:05:27 PM,83.579,92.0,,,,,
468,03/21/22 03:05:57 PM,83.399,99.0,,,,,
469,03/21/22 03:06:27 PM,83.399,94.0,,,,,
470,03/21/22 03:06:57 PM,83.399,99.0,,,,,
471,03/21/22 03:07:27 PM,83.399,97.0,,,,,
472,03/21/22 03:07:57 PM,83.221,104.0,,,,,
473,03/21/22 03:08:27 PM,83.221,109.0,,,,,
474,03/21/22 03:08:57 PM,83.221,93.0,,,,,
475,03/21/22 03:09:27 PM,83.221,102.0,,,,,
476,03/21/22 03:09:57 PM,83.221,103.0,,,,,
477,03/21/22 03:10:27 PM,83.221,104.0,,,,,
478,03/21/22 03:10:57 PM,83.221,86.0,,,,,
479,03/21/22 03:11:27 PM,83.221,100.0,,,,,
480,03/21/22 03:11:57 PM,83.043,104.0,,,,,
481,03/21/22 03:12:27 PM,83.043,102.0,,,,,
482,03/21/22 03:12:57 PM,83.043,107.0,,,,,
483,03/21/22 03:13:27 PM,83.043,58.0,,,,,
484,03/21/22 03:13:57 PM,83.043,65.0,,,,,
485,03/21/22 03:14:27 PM,82.864,75.0,,,,,
486,03/21/22 03:14:57 PM,82.864,18.0,,,,,
487,03/21/22 03:15:27 PM,82.864,4.0,,,,,
488,03/21/22 03:15:57 PM,82.864,26.0,,,,,
489,03/21/22 03:16:27 PM,82.864,14.0,,,,,
490,03/21/22 03:16:57 PM,82.864,49.0,,,,,
491,03/21/22 03:17:27 PM,82.864,34.0,,,,,
492,03/21/22 03:17:57 PM,82.330,34.0,,,,,
493,03/21/22 03:18:27 PM,81.797,33.0,,,,,
494,03/21/22 03:18:57 PM,81.090,34.0,,,,,
495,03/21/22 03:19:27 PM,80.559,30.0,,,,,
496,03/21/22 03:19:57 PM,80.029,28.0,,,,,
497,03/21/22 03:20:27 PM,79.678,20.0,,,,,
498,03/21/22 03:20:57 PM,79.502,19.0,,,,,
499,03/21/22 03:21:27 PM,79.151,24.0,,,,,
500,03/21/22 03:21:57 PM,78.975,29.0,,,,,
501,03/21/22 03:22:27 PM,78.800,11.0,,,,,
502,03/21/22 03:22:57 PM,78.624,17.0,,,,,
503,03/21/22 03:23:27 PM,78.449,6.0,,,,,
504,03/21/22 03:23:57 PM,78.274,8.0,,,,,
505,03/21/22 03:24:27 PM,78.274,53.0,,,,,
506,03/21/22 03:24:57 PM,78.274,16.0,,,,,
507,03/21/22 03:25:27 PM,78.098,31.0,,,,,
508,03/21/22 03:25:57 PM,78.098,36.0,,,,,
509,03/21/22 03:26:27 PM,77.923,38.0,,,,,
510,03/21/22 03:26:57 PM,77.923,39.0,,,,,
511,03/21/22 03:27:27 PM,77.749,40.0,,,,,
512,03/21/22 03:27:57 PM,77.749,41.0,,,,,
513,03/21/22 03:28:27 PM,77.574,36.0,,,,,
514,03/21/22 03:28:57 PM,77.574,40.0,,,,,
515,03/21/22 03:29:27 PM,77.574,41.0,,,,,
516,03/21/22 03:29:57 PM,77.400,43.0,,,,,
517,03/21/22 03:30:27 PM,77.400,30.0,,,,,
518,03/21/22 03:30:57 PM,77.400,44.0,,,,,
519,03/21/22 03:31:27 PM,77.400,45.0,,,,,
520,03/21/22 03:31:57 PM,77.574,46.0,,,,,
521,03/21/22 03:32:27 PM,77.749,12.0,,,,,
522,03/21/22 03:32:57 PM,77.749,34.0,,,,,
523,03/21/22 03:33:27 PM,77.749,35.0,,,,,
524,03/21/22 03:33:57 PM,77.923,36.0,,,,,
525,03/21/22 03:34:27 PM,77.923,37.0,,,,,
526,03/21/22 03:34:57 PM,78.098,38.0,,,,,
527,03/21/22 03:35:27 PM,78.098,39.0,,,,,
528,03/21/22 03:35:57 PM,78.098,40.0,,,,,
529,03/21/22 03:36:27 PM,78.274,41.0,,,,,
530,03/21/22 03:36:57 PM,78.274,43.0,,,,,
531,03/21/22 03:37:27 PM,78.449,44.0,,,,,
532,03/21/22 03:37:57 PM,78.449,46.0,,,,,
533,03/21/22 03:38:27 PM,78.624,46.0,,,,,
534,03/21/22 03:38:57 PM,78.800,48.0,,,,,
535,03/21/22 03:39:27 PM,78.800,49.0,,,,,
536,03/21/22 03:39:57 PM,78.975,50.0,,,,,
537,03/21/22 03:40:27 PM,78.975,46.0,,,,,
538,03/21/22 03:40:57 PM,79.151,56.0,,,,,
539,03/21/22 03:41:27 PM,79.326,81.0,,,,,
540,03/21/22 03:41:57 PM,79.326,32.0,,,,,
541,03/21/22 03:42:27 PM,79.326,10.0,,,,,
542,03/21/22 03:42:57 PM,79.678,31.0,,,,,
543,03/21/22 03:43:27 PM,79.502,6.0,,,,,
544,03/21/22 03:43:57 PM,79.502,0.0,,,,,
545,03/21/22 03:44:27 PM,79.502,0.0,,,,,
546,03/21/22 03:44:57 PM,79.502,0.0,,,,,
547,03/21/22 03:45:27 PM,79.502,0.0,,,,,
548,03/21/22 03:45:57 PM,79.151,0.0,,,,,
549,03/21/22 03:46:27 PM,78.975,0.0,,,,,
550,03/21/22 03:46:57 PM,78.800,0.0,,,,,
551,03/21/22 03:47:27 PM,78.624,0.0,,,,,
552,03/21/22 03:47:57 PM,78.274,1.0,,,,,
553,03/21/22 03:48:27 PM,77.749,0.0,,,,,
554,03/21/22 03:48:57 PM,77.225,10.0,,,,,
555,03/21/22 03:49:27 PM,76.528,9.0,,,,,
556,03/21/22 03:49:57 PM,76.006,8.0,,,,,
557,03/21/22 03:50:27 PM,75.312,9.0,,,,,
558,03/21/22 03:50:57 PM,74.791,8.0,,,,,
559,03/21/22 03:51:27 PM,74.446,8.0,,,,,
560,03/21/22 03:51:57 PM,74.098,8.0,,,,,
561,03/21/22 03:52:27 PM,73.580,8.0,,,,,
562,03/21/22 03:52:57 PM,73.407,7.0,,,,,
563,03/21/22 03:53:27 PM,73.062,7.0,,,,,
564,03/21/22 03:53:57 PM,72.718,8.0,,,,,
565,03/21/22 03:54:27 PM,72.545,9.0,,,,,
566,03/21/22 03:54:57 PM,72.199,7.0,,,,,
567,03/21/22 03:55:27 PM,72.028,8.0,,,,,
568,03/21/22 03:55:57 PM,71.856,8.0,,,,,
569,03/21/22 03:56:27 PM,71.683,8.0,,,,,
570,03/21/22 03:56:57 PM,71.512,8.0,,,,,
571,03/21/22 03:57:27 PM,71.339,8.0,,,,,
572,03/21/22 03:57:57 PM,71.339,9.0,,,,,
573,03/21/22 03:58:27 PM,71.168,8.0,,,,,
574,03/21/22 03:58:57 PM,70.995,8.0,,,,,
575,03/21/22 03:59:27 PM,70.995,8.0,,,,,
576,03/21/22 03:59:57 PM,70.824,7.0,,,,,
577,03/21/22 04:00:27 PM,70.824,8.0,,,,,
578,03/21/22 04:00:57 PM,70.651,8.0,,,,,
579,03/21/22 04:01:27 PM,70.651,7.0,,,,,
580,03/21/22 04:01:57 PM,70.651,7.0,,,,,
581,03/21/22 04:02:27 PM,70.651,7.0,,,,,
582,03/21/22 04:02:57 PM,70.480,8.0,,,,,
583,03/21/22 04:03:27 PM,70.480,8.0,,,,,
584,03/21/22 04:03:57 PM,70.480,7.0,,,,,
585,03/21/22 04:04:27 PM,70.480,8.0,,,,,
586,03/21/22 04:04:57 PM,70.480,7.0,,,,,
587,03/21/22 04:05:27 PM,70.480,7.0,,,,,
588,03/21/22 04:05:57 PM,70.480,7.0,,,,,
589,03/21/22 04:06:27 PM,70.480,7.0,,,,,
590,03/21/22 04:06:57 PM,70.480,9.0,,,,,
591,03/21/22 04:07:27 PM,70.480,10.0,,,,,
592,03/21/22 04:07:57 PM,70.480,10.0,,,,,
593,03/21/22 04:08:27 PM,70.480,10.0,,,,,
594,03/21/22 04:08:57 PM,70.480,8.0,,,,,
595,03/21/22 04:09:27 PM,70.480,8.0,,,,,
596,03/21/22 04:09:57 PM,70.480,8.0,,,,,
597,03/21/22 04:10:27 PM,70.480,8.0,,,,,
598,03/21/22 04:10:57 PM,70.480,7.0,,,,,
599,03/21/22 04:11:27 PM,70.824,5.0,,,,,
600,03/21/22 04:11:57 PM,70.995,9.0,,,,,
601,03/21/22 04:12:27 PM,71.339,8.0,,,,,
602,03/21/22 04:12:57 PM,71.339,8.0,,,,,
603,03/21/22 04:13:27 PM,71.339,8.0,,,,,
604,03/21/22 04:13:57 PM,71.512,8.0,,,,,
605,03/21/22 04:14:27 PM,71.512,10.0,,,,,
606,03/21/22 04:14:57 PM,71.512,10.0,,,,,
607,03/21/22 04:15:27 PM,71.512,9.0,,,,,
608,03/21/22 04:15:57 PM,71.683,9.0,,,,,
609,03/21/22 04:16:27 PM,71.683,10.0,,,,,
610,03/21/22 04:16:57 PM,71.683,9.0,,,,,
611,03/21/22 04:17:27 PM,71.683,10.0,,,,,
612,03/21/22 04:17:57 PM,71.856,0.0,,,,,
613,03/21/22 04:18:27 PM,71.856,0.0,,,,,
614,03/21/22 04:18:57 PM,71.856,3.0,,,,,
615,03/21/22 04:18:58 PM,,,,Logged,,,
616,03/21/22 04:18:59 PM,,,,,Logged,,
617,03/21/22 04:19:16 PM,,,,,,Logged,Logged
